ID,Description,depth,story_tags_list,cover_img,title,Lượt đọc,Lượt bình chọn,Chương,recommended_stories,badges,Thời gian
68,"blair has her life planned out, she's got everything sorted, a boyfriend, a great family and friends and her future is planned well. 

hunter doesn't have a clue what he wants to do with his life, he just knows it includes him and his guitar. 

when hunter moves in next to blair, fresh with family issues and drinking problems, he causes a lot of problems in blair's life, but the two become friends quickly, leaving us wondering what will become of their lives now they have each other...


FULL STORY

**FINISHED**
Bảo Lưu Mọi Quyền",1,"['badboy', 'book', 'boyfriend']",https://img.wattpad.com/cover/138346194-512-k33802.jpg,better than this,206122.0,4846.0,41.0,"['0401', '0394', '0399', '0395', '0392', '0398', '0396', '0141', '0397', '0393']",,244.0
69,"Jeong Jihoon say tình vì Lee Sanghyeok
    
    warning: tục, mất não, có chi tiết máu me, bạo lực
    
    
    | sản phẩm của trí tưởng tượng, không liên quan đến đời thực |
Bảo Lưu Mọi Quyền",1,"['choker', 'chovy', 'faker', 'jeonglee', 'textfic']",https://img.wattpad.com/cover/358876284-256-k412765.jpg,choker • say,,,,"['2998', '2999', '3000', '3001', '3002']",,
72,"Kim Trân Ni bất đắc dĩ vì hứa hôn khi xưa của ông cố nhà nàng mà phải cưới Kim Trí Tú...
Bảo Lưu Mọi Quyền",1,"['jennie', 'jensoo', 'jisoo', 'soojen']",https://img.wattpad.com/cover/312061026-256-k602093.jpg,KIM NGỐC CỦA KIM TIỂU THƯ,167585.0,15337.0,52.0,"['0073', '0077']",['Hoàn thành'],
73,"tất cả mọi thứ viết cho các tình yêu của Chị Đẹp Đạp Gió Rẽ Sóng
    mình không anti ai nên mong các bạn đừng buông lời cay đắng nếu có người mà các bạn ghét trong này nha 🤍
Bảo Lưu Mọi Quyền",1,"['ninhduonglanngoc', 'trangphap', 'trangphaplanngoc']",https://img.wattpad.com/cover/359187296-512-k640274.jpg,Những Thứ Nhỏ Nhặt Về Em Bé Nho Và Chị Gấu,72318.0,6216.0,38.0,"['0078', '0072', '0073', '0074', '0069', '0077', '0076', '0075', '0070', '0071']",['Đang sáng tác'],
76,"Tên truyện: Lão công giả của tôi mất trí nhớ rồi!
    
    Tác giả: Hồ Điệp Bất Thị Điểu 
    
    Số chương: 47 chương + 1 PN
    
    Thể loại: Bách hợp, futanari, song khiết, 2S ( sủng - sắc ), thịt văn, 1v1, sủng, ngọt, tình hữu độc chung
    
    Trạng thái: Hoàn thành
    
    Nhận vật chính: Phó Hạ x Uyển Ninh
Bảo Lưu Mọi Quyền",1,"['bhtt', 'futa', 'futanari']",https://img.wattpad.com/cover/359083197-256-k665827.jpg,[ BHTT ] [ FUTA ] LÃO CÔNG GIẢ CỦA TÔI MẤT TRÍ NHỚ RỒI! - Hồ Điệp Bất Thị Điểu,160677.0,5144.0,49.0,"['0439', '3018', '3019', '3020', '1738', '3021', '3022', '0065']",['Hoàn thành'],
83,"Cre: Phiên Nhi Liêu (PhiuPhiu) 
    Editor : loveforgaunho
    Nhân vật chính: Lan Ngọc - Trang Tháp
    
    Vì sẽ có một số lý do nên mình sẽ đổi họ của Lan Ngọc thành họ Nguyễn để cho tiện nha.
    Lưu ý những gì trong fic điều là hư cấu và không liên quang gì đến ngoài đời thực.
Bảo Lưu Mọi Quyền",1,['trangphaplanngoc'],https://img.wattpad.com/cover/361345793-512-k225967.jpg,"[Ngọc-Trang _ Cover] Dì ơi, đợi con lớn lên được không?",8717.0,1099.0,39.0,"['0099', '0106', '0101', '0235', '0103', '0100', '0107', '0104', '0141']",['Đang sáng tác'],
86,"mọi người xem hastag trước đi đọc nhé♡
Bảo Lưu Mọi Quyền",1,"['drx', 'faker', 'geng', 'gumayusi', 'guon', 'hle', 'lck', 'lpl', 'oner', 'peaker', 'peanut', 'rascal', 't1', 'teddy', 'tedras']",https://img.wattpad.com/cover/359925561-512-k89967.jpg,odnoliub,15659.0,1450.0,26.0,"['0085', '0081', '0088', '0082', '0080', '0086', '0087', '0079', '0084', '0083']",,
88,"Tận thế ập đến, trật tự thế giới sụp đổ.
    
    Loài người mất 6 triệu năm tiến hoá đến hình dáng hiện tại, chỉ trong một đêm chuỗi gen phản tổ thay hình đổi dạng.
    
    Các nhà khoa học sứt đầu mẻ trán nghiên cứu, cuối cùng đưa ra kết luận, họ gọi nó là hiện tượng tiến hoá ngược - Atavism.
Bảo Lưu Mọi Quyền",1,"['joongdunk', 'naralie1201', 'pondphuwin']",https://img.wattpad.com/cover/356358336-256-k170881.jpg,[ PONDPHUWIN - JOONGDUNK ] HALLUCINATION,9085.0,1242.0,28.0,['0489'],['Đang sáng tác'],
91,"When the starlet Jian Qiaoxin went to catch his boyfriend in the act, who could have thought that the mistress's boyfriend, Chairman Yan Gan, also came to the scene. 

The only difference was: Jian Qiaoxin is holding a phone, but Yan Gan is holding a knife. 

Therefore. 

The scene of catching an adultery turned into a bloodbath scene; he was supposed to come here to confront his boyfriend of the cheating, now he became the one trying to mediate the situation. 

""Chairman Yan, please calm down, put down your knife and spare his life. I can see that he knows he is wrong now."" 

After breaking up with his boyfriend, Jian Qiao Xin went drinking his sorrows away; it also happened that Yan Gan also came drinking at the same club. A drunken Jian Quaoxin and Yan Gan shared the same bed that night. 

The next morning, Jian Qiaoxin woke up with Chairman Yan sleeping right next to him; recalling the night that Yan Gan raised the knife at the adulterous couple, he quickly ran out of the room to save his own life. 

A few months later, Jian Qiaoxin's crazy morning sickness routines had caught his manager's attention: ""Fuck, you think the big boss will let you off, you dare getting pregnant during this time of your career?"" 

Jian Qiaoxin: ""...""

Kill me then, after all this is his deed. 

**

After the break up, I'm pregnant with the mistress's ex-boyfriend's child, and that person is also my boss. I would like to hear about it.
Bảo Lưu Mọi Quyền",0,"['alternateuniverse', 'blackbelly', 'chinesebl', 'coldloveinterests', 'danmei', 'devotedloveinterests', 'entertainmentworld', 'faceslapping', 'happyending', 'mismatchedcouple', 'modernlove', 'mpreg', 'pleasurereading', 'richandpowerfulfamily', 'texttospeech']",https://img.wattpad.com/cover/264257528-256-k146129.jpg,[MPREG] I Have a Happy Ending with the Mistress's Ex-Boyfriend,2212808.0,82807.0,87.0,"['2294', '2287', '2293', '2290', '2291', '2288', '2289', '1545', '2292', '0404']",['Hoàn thành'],1332.0
96,"Katherine Forsythe has had a difficult life. Being abused for almost her whole life by her mother and her stepfather. Katherine has never really experienced the concept of happiness, love or hope. The constant pain and hurt turned cold and aggressive to the world around her. She started illegally fighting at a young age to get money to buy clothes and have food.
    
    Once she finally is free from those people her life takes an unexpected turn as instead of going to a foster care system she is sent to live with her 5 brothers that she had no idea existed. As her brothers are ecstatic about her return she is dreading it, already expecting the worst.
    
    Will her brothers be able gain her trust? Will she find out the secrets they are keeping from her? Will she be able keep her owns demons within herself? FIND OUT IN ""FINDING MY HAPPY""
    
    TW- contains topics about abuse, fighting, blood, drug consumption.
    
    PART-1 of The Mafia Daughters Series (A stand-alone novel)
    
    #1 in lost girl (29/1/2021)
    #1 in found (13/3/2021)
    #1 in abuse (8/3/2021)
    #2 in abandoned (18/3/2021)
    #1 in piano (2/4/2021)
    #1 in mafia brothers (31/8/2021)
    #1 in Foster (5/12/2021)
    #1 in fighting (23/12/2021)
    #2 in anxietyattacks (24/08/22)
    #3 in trust (20/12/22)
    #1 in wattpadcreators (12/02/23)
Bảo Lưu Mọi Quyền",1,"['abandoned', 'abuse', 'abusing', 'adopted', 'anxietyattacks', 'brothers', 'drugaddiction', 'family', 'fighting', 'foster', 'found', 'happy', 'happyending', 'life', 'littlesister', 'lost', 'lostgirl', 'mafiabrothers', 'olderbrothers', 'piano', 'survival', 'texttospeech', 'trust', 'wattpad']",https://img.wattpad.com/cover/254221757-512-k323659.jpg,𝐅𝐈𝐍𝐃𝐈𝐍𝐆 𝐌𝐘 𝐇𝐀𝐏𝐏𝐘| ✔︎,1468208.0,30520.0,51.0,"['3052', '3053', '3054', '3055', '3056', '3057', '3058', '3059', '3060', '3061']",,450.0
115,"《COMPLETED》
    
    
    
    
    
    Y/N: wait..can you tell me one more time? I think I heard it wrong.
    
    BTS: you heard it right.
    
    Y/N: means you guys are really?
    
    Jin: .....we are Mafias.
    
    
    This story is about a highschool girl who has mom as her single parent y/n is a badass and cold type of girl and her mom fell in love with dangerous mafia and BTS will be her stepbrothers.
    
    
    Inspired by two authors.
    
    Started- 8 January 2021.
    Ended- 1 July 2021.
    
    
    It contains no love relationship with BTS
    
    By @Lunxrboxrd
Bảo Lưu Mọi Quyền",2,"['ff', 'jimin', 'jin', 'txt', 'yeonjun', 'yoongi']",https://img.wattpad.com/cover/254193832-256-k817626.jpg,𝐌𝐚𝐟𝐢𝐚 𝐁𝐫𝐨𝐭𝐡𝐞𝐫𝐬 [𝐁𝐓𝐒 𝐅𝐅],1390029.0,39059.0,45.0,"['3127', '3128', '0262', '0294', '0391', '0388', '0290', '0269', '0289', '3129']",['Hoàn thành'],544.0
121,"❝𝘠/𝘯 𝘪𝘴 𝘯𝘰𝘵 𝘏𝘪𝘭𝘪𝘤𝘩𝘶𝘳𝘭. 𝘠/𝘯 𝘪𝘴 𝘔𝘪𝘵𝘢𝘤𝘩𝘶𝘳𝘭!❞
    
    ━━━━━━━━━━━━━━━━━━━━━━━━━
    
    𝖨𝗇 𝗐𝗁𝗂𝖼𝗁 𝖺 𝗀𝗂𝗋𝗅 𝗋𝖺𝗂𝗌𝖾𝖽 𝖻𝗒 𝖧𝗂𝗅𝗂𝖼𝗁𝗎𝗋𝗅𝗌 𝗃𝗈𝗂𝗇𝗌 𝖠𝖾𝗍𝗁𝖾𝗋 𝖺𝗇𝖽 𝖯𝖺𝗂𝗆𝗈𝗇 𝗈𝗇 𝖺 𝗃𝗈𝗎𝗋𝗇𝖾𝗒 𝗍𝗈 𝖿𝗂𝗇𝖽 𝖡𝗅𝗈𝗇𝖽𝗂𝖾'𝗌 𝗅𝗈𝗌𝗍 𝗍𝗐𝗂𝗇 𝗌𝗂𝗌𝗍𝖾𝗋.
    
    ━━━━━━━━━━━━━━━━━━━━━━━━━
    
    ✦ 𝘍𝘦𝘮!𝘙𝘦𝘢𝘥𝘦𝘳 𝘐𝘯𝘴𝘦𝘳𝘵
    ✦ 𝘗𝘺𝘳𝘰!𝘜𝘴𝘦𝘳
    ✦ 𝘌𝘯𝘫𝘰𝘺!
Bảo Lưu Mọi Quyền",2,"['aether', 'childe', 'diluc', 'femreader', 'fluffyithink', 'freezetodeathindragonspinepallad', 'genshin', 'genshinimpact', 'genshinimpactxreader', 'hilichurlsupremacy', 'impact', 'ithinkthatsenoughtagsfornow', 'mihoyo', 'paimon', 'painnnn', 'plzcomehome', 'reader', 'readerinsert', 'venti', 'whatamidoingwithmylife']",https://img.wattpad.com/cover/260055520-256-k863210.jpg,𝗛𝗶𝗹𝗶𝗰𝗵𝘂𝗿𝗹 𝗦𝘂𝗽𝗿𝗲𝗺𝗮𝗰𝘆 ✦ 𝗚𝗲𝗻𝘀𝗵𝗶𝗻 𝗜𝗺𝗽𝗮𝗰𝘁,2223100.0,114656.0,154.0,"['3176', '3177', '3178', '3179', '3180', '3181', '3182', '3183', '3184', '3185']",['Hoàn thành'],905.0
123,"headcanons about the male genshin impact characters
    ➔ no ocs (sorry!)
    ➔ I do my best to try and keep things mostly gender neutral, but I may occasionally miss things so feel free to tell me with a friendly reminder ^^
    
    I do not own genshin impact or any of the characters. They belong to mihoyo.
    
    
    
    
    
    start date : 01/17/21
    
    end date :  ××××××
Bảo Lưu Mọi Quyền",2,"['albedo', 'childe', 'diluc', 'genshin', 'genshinimpact', 'headcanons', 'kaeya', 'razor', 'scaramouche', 'xiao', 'zhongli']",https://img.wattpad.com/cover/255426648-512-k315937.jpg,Gᴇɴsʜɪɴ Iᴍᴘᴀᴄᴛ Hᴇᴀᴅᴄᴀɴᴏɴs / Sᴄᴇɴᴀʀɪᴏs,1231847.0,23367.0,30.0,"['3195', '3196', '3197', '3198', '3199', '3200', '3201', '3202', '3203', '3204']","['Đang sáng tác', 'Trưởng thành']",75.0
124,"[REQUEST CLOSED] 
I'm finishing the book. Thank you so much for choosing this book 🥳
Bảo Lưu Mọi Quyền",1,"['aether', 'childe', 'chongyun', 'diluc', 'imagine', 'lisa', 'oneshot', 'r18', 'razor', 'scaramouche', 'zhongli']",https://img.wattpad.com/cover/252120221-256-k565834.jpg,Genshin Impact One-shots [Reader insert],1286841.0,20848.0,77.0,"['3205', '3206', '3207', '3208', '3209', '3210', '3211', '3212', '3213', '3214']","['Hoàn thành', 'Trưởng thành']",856.0
126,"❝ 𝙇𝙊𝙎𝙏 𝙄𝙉 𝙏𝙃𝙀 𝘾𝙐𝙍𝙍𝙀𝙉𝙏 𝙇𝙄𝙆𝙀 𝘼 𝙋𝙍𝙄𝘾𝙀𝙇𝙀𝙎𝙎 𝙒𝙄𝙉𝙀. ❞ ― An adeptus freed from the contract of protecting Liyue, now exploring what Teyvat has to offer. Death is a mere concept to her, as she was blessed with the gift of resurrection. Though, as soon as she meets a traveler, it seems she was destined to revisit the memories of those whom she thought she had left thousands of years ago.
    
    ☆ GORE, VIOLENCE, DARK THEMES, AND SWEARING WILL BE PRESENT IN THIS STORY
    ☆ PLEASE CLICK OFF IF YOU ARE SENSITIVE TO ANY OF THESE TOPICS
    
    ✬ PLAGIARISM IS NOT TOLERATED
    ✬ ALL COVER ART/CHAPTER ART DOES NOT BELONG TO ME
Bảo Lưu Mọi Quyền",2,"['genshin', 'genshinimpact', 'genshinimpactventi', 'genshinimpactxiao', 'genshinimpactxreader', 'genshinimpactzhongli', 'genshinventi', 'genshinventixreader', 'genshinxiao', 'genshinxiaoxreader', 'genshinxreader', 'genshinzhongli', 'genshinzhonglixreader', 'texttospeech', 'ventixreader', 'xiaoxreader', 'zhonglixreader']",https://img.wattpad.com/cover/255175846-256-k703210.jpg,𝐖𝐈𝐋𝐋𝐎𝐖 || 𝙫𝙖𝙧𝙞𝙤𝙪𝙨!𝙜𝙚𝙣𝙨𝙝𝙞𝙣 𝙭 𝙛!𝙧𝙚𝙖𝙙𝙚𝙧,522573.0,20937.0,25.0,"['3220', '3221', '3222', '3223', '3224', '3225', '3226', '3227', '3228']",['Hoàn thành'],485.0
127,"Xiao, the Guardian Yaksha that serves for Rex Lapis was conquering demons on the West mountain. That seems to connect to the heavens and stars. And there lives a goddess of mighty power. Their encounter, will it change how they'd see each other?
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    {There WILL be some mistakes in the story, and I'll be fixing them from time to time.}
    Xiao x Reader
    (Female she/her pronouns)
    ""𝓸𝓱 𝓭𝓮𝓪𝓻 𝓶𝓮.""
    ""𝓾𝓱 𝓼-𝓼𝓸𝓻𝓻𝔂 𝓽𝓸 𝓭𝓲𝓼𝓽𝓾𝓻𝓫 𝔂𝓸𝓾𝓻 𝓫𝓪𝓽𝓱 𝓽𝓲𝓶𝓮.""
    ""𝓝𝓸 𝔀𝓸𝓻𝓻𝓲𝓮𝓼.""
    •
    •
    •
    •
    •
    •
    •
    •
    •
    •
    Cover: kuroos_possession(Me)
    Fanart: @_pokira on Twitter
    I DO NOT OWN GENSHIN IMPACT OR XIAO. THEY ALL BELONG TO THE ALL MIGHTY MIHOYO.
    (P.S. sorry if he becomes OOC at one point)
Bảo Lưu Mọi Quyền",2,"['adeptus', 'alatus', 'genshinimpact', 'genshinimpactcharacters', 'genshinimpactfanfic', 'goddess', 'gods', 'humanity', 'liyue', 'liyueharbor', 'mihoyo', 'rexlapis', 'xiao', 'xiaoxreader']",https://img.wattpad.com/cover/257903650-256-k236411.jpg,"If, and Only If || (Xiao x Reader)",612290.0,21263.0,26.0,"['3229', '3230', '0290', '0289', '0262', '3231', '0294', '3232', '3233', '0269']",['Hoàn thành'],227.0
128,"Genshin impact Café AU
    Childe x Fem reader
    
    After getting disowned by her parents, (y/n) starts working at the velvet café. Where she meets new friends and one ridiculous, flirty co worker.
    
    Disclaimer: I do not own Genshin impact or any of the characters.
    
    ❗Some chapters have suggestive content❗
    
    #1 in Childe [03/30/21]
    #1 in xreader [04/21/21]
    
    (Main story)Completed: 04/08/21
    Afterstory ongoing
Bảo Lưu Mọi Quyền",2,"['ajax', 'baizhu', 'barbara', 'beigguang', 'cafeau', 'childe', 'diluc', 'genshinimpact', 'kaeya', 'noelle', 'qiqi', 'romancecomedy', 'scaramouche', 'tartaglia', 'venti', 'xiangling', 'xreader', 'zhongli', 'zhonglislander']",https://img.wattpad.com/cover/247753820-256-k206655.jpg,Velvet Café [Childe x reader],1351789.0,53628.0,63.0,[],['Hoàn thành'],258.0
131,"Giới thiệu vắn tắt:
    
    Doãn Thiên Thư chết ba ngàn năm, khó được đại phát thiện tâm từ đống rác bên trong nhặt cái tiểu hài tử.
    
    Tiểu hài tử tẩy sạch sẽ trắng nõn trắng nà giống cái tiểu thỏ tử, hắn cảm thấy còn không tính mệt.
    
    Tỉ mỉ chiếu cố hai mươi năm, ai ngờ con thỏ nhất triều lớn lên, thành oai phong tinh tế đại ma vương.
    
    Doãn Thiên Thư: tính , được thông qua dưỡng đi.
    
    Nói đơn giản, đây là một cái gì đều hiểu một chút thụ bồi dưỡng một cái điếu tạc thiên công, sau đó bị ăn rụng câu chuyện.
    
    Lãnh huyết hắc tâm cường đại công x vạn nhân mê cấm dục ôn nhu thụ
    
    Tác giả có chuyện nói
    
    1, văn trung sẽ có tiếu hướng đặt ra, sẽ có nhị thiết linh tinh , nếu tiểu Thiên sứ không thích, thỉnh mềm nhẹ quật, thương vong quá trọng liền không có biện pháp mã tự .
    
    2, văn trung công thụ vô huyết thống quan hệ, vô pháp luật thượng thân thuộc quan hệ.
    
    Nội dung nhãn: niên hạ trọng sinh tinh tế ngọt văn
    
    Tìm tòi mấu chốt tự: nhân vật chính: Doãn Thiên Thư ┃ phối hợp diễn: Sở Trường Ký ┃ cái khác: dưỡng thành, ông trời tác hợp
Bảo Lưu Mọi Quyền",1,"['duongthanh', 'linhdi', 'nienha', 'tinhte', 'dam']",https://img.wattpad.com/cover/158943372-256-k500001.jpg,《 thành quỷ cũng muốn nói thương yêu [ tinh tế ]》 tác giả: Hồ Dương,3261.0,107.0,9.0,"['3242', '3243', '3244', '3245', '3246', '3247', '3248', '3249', '3250', '3251']",['Hoàn thành'],1333.0
